Found 2517 video directories; workers=8; fps=auto; dry_run=False
[1/2517] actionclipautoautotrain00005: frames=281, subjects=5, fps=24.995 (ffprobe:actionclipautoautotrain00005.avi), written=281
[2116/2517] actioncliptest00482: frames=174, subjects=5, fps=23.976 (ffprobe:actioncliptest00482.avi), written=174
[2117/2517] actioncliptest00483: frames=192, subjects=5, fps=23.976 (ffprobe:actioncliptest00483.avi), written=192
[2118/2517] actioncliptest00479: frames=343, subjects=4, fps=23.976 (ffprobe:actioncliptest00479.avi), written=343
[2119/2517] actioncliptest00486: frames=186, subjects=5, fps=23.976 (ffprobe:actioncliptest00486.avi), written=186
[2120/2517] actioncliptest00487: frames=159, subjects=5, fps=23.976 (ffprobe:actioncliptest00487.avi), written=159
[2121/2517] actioncliptest00489: frames=179, subjects=5, fps=23.976 (ffprobe:actioncliptest00489.avi), written=179
[2122/2517] actioncliptest00488: frames=246, subjects=5, fps=23.976 (ffprobe:actioncliptest00488.avi), written=246
[2123/2517] actioncliptest00492: frames=163, subjects=5, fps=23.976 (ffprobe:actioncliptest00492.avi), written=163
[2124/2517] actioncliptest00493: frames=171, subjects=4, fps=23.976 (ffprobe:actioncliptest00493.avi), written=171
[2125/2517] actioncliptest00490: frames=223, subjects=5, fps=23.976 (ffprobe:actioncliptest00490.avi), written=223
[2126/2517] actioncliptest00491: frames=243, subjects=5, fps=23.976 (ffprobe:actioncliptest00491.avi), written=243
[2127/2517] actioncliptest00496: frames=130, subjects=5, fps=23.976 (ffprobe:actioncliptest00496.avi), written=130
[2128/2517] actioncliptest00494: frames=170, subjects=5, fps=23.976 (ffprobe:actioncliptest00494.avi), written=170
[2129/2517] actioncliptest00498: frames=117, subjects=5, fps=23.976 (ffprobe:actioncliptest00498.avi), written=117
[2130/2517] actioncliptest00499: frames=109, subjects=5, fps=23.976 (ffprobe:actioncliptest00499.avi), written=109
[2131/2517] actioncliptest00501: frames=105, subjects=5, fps=23.976 (ffprobe:actioncliptest00501.avi), written=105
[2132/2517] actioncliptest00502: frames=91, subjects=5, fps=23.976 (ffprobe:actioncliptest00502.avi), written=91
[2133/2517] actioncliptest00495: frames=260, subjects=5, fps=23.976 (ffprobe:actioncliptest00495.avi), written=260
[2134/2517] actioncliptest00503: frames=113, subjects=4, fps=23.976 (ffprobe:actioncliptest00503.avi), written=113
[2135/2517] actioncliptest00500: frames=167, subjects=5, fps=23.976 (ffprobe:actioncliptest00500.avi), written=167
[2136/2517] actioncliptest00505: frames=123, subjects=5, fps=23.976 (ffprobe:actioncliptest00505.avi), written=123
[2137/2517] actioncliptest00504: frames=161, subjects=5, fps=23.976 (ffprobe:actioncliptest00504.avi), written=161
[2138/2517] actioncliptest00507: frames=114, subjects=5, fps=23.976 (ffprobe:actioncliptest00507.avi), written=114
[2139/2517] actioncliptest00506: frames=178, subjects=5, fps=23.976 (ffprobe:actioncliptest00506.avi), written=178
[2140/2517] actioncliptest00510: frames=153, subjects=5, fps=23.976 (ffprobe:actioncliptest00510.avi), written=153
[2141/2517] actioncliptest00508: frames=182, subjects=4, fps=23.976 (ffprobe:actioncliptest00508.avi), written=182
[2142/2517] actioncliptest00509: frames=212, subjects=5, fps=23.976 (ffprobe:actioncliptest00509.avi), written=212
[2143/2517] actioncliptest00511: frames=138, subjects=4, fps=23.976 (ffprobe:actioncliptest00511.avi), written=138
[2144/2517] actioncliptest00514: frames=153, subjects=4, fps=23.976 (ffprobe:actioncliptest00514.avi), written=153
[2145/2517] actioncliptest00513: frames=201, subjects=5, fps=23.976 (ffprobe:actioncliptest00513.avi), written=201
[2146/2517] actioncliptest00512: frames=220, subjects=5, fps=23.976 (ffprobe:actioncliptest00512.avi), written=220
[2147/2517] actioncliptest00517: frames=193, subjects=4, fps=23.976 (ffprobe:actioncliptest00517.avi), written=193
[2148/2517] actioncliptest00515: frames=226, subjects=4, fps=23.976 (ffprobe:actioncliptest00515.avi), written=226
[2149/2517] actioncliptest00518: frames=214, subjects=5, fps=23.976 (ffprobe:actioncliptest00518.avi), written=214
[2150/2517] actioncliptest00516: frames=234, subjects=5, fps=23.976 (ffprobe:actioncliptest00516.avi), written=234
[2151/2517] actioncliptest00497: frames=704, subjects=5, fps=23.976 (ffprobe:actioncliptest00497.avi), written=704
[2152/2517] actioncliptest00522: frames=117, subjects=5, fps=23.976 (ffprobe:actioncliptest00522.avi), written=117
[2153/2517] actioncliptest00519: frames=200, subjects=5, fps=23.976 (ffprobe:actioncliptest00519.avi), written=200
[2154/2517] actioncliptest00520: frames=225, subjects=5, fps=23.976 (ffprobe:actioncliptest00520.avi), written=225
[2155/2517] actioncliptest00524: frames=154, subjects=5, fps=23.976 (ffprobe:actioncliptest00524.avi), written=154
[2156/2517] actioncliptest00528: frames=119, subjects=5, fps=23.976 (ffprobe:actioncliptest00528.avi), written=119
[2157/2517] actioncliptest00521: frames=296, subjects=5, fps=23.976 (ffprobe:actioncliptest00521.avi), written=296
[2158/2517] actioncliptest00529: frames=150, subjects=5, fps=23.976 (ffprobe:actioncliptest00529.avi), written=150
[2159/2517] actioncliptest00523: frames=291, subjects=5, fps=23.976 (ffprobe:actioncliptest00523.avi), written=291
[2160/2517] actioncliptest00526: frames=271, subjects=5, fps=23.976 (ffprobe:actioncliptest00526.avi), written=271
[2161/2517] actioncliptest00530: frames=148, subjects=5, fps=23.976 (ffprobe:actioncliptest00530.avi), written=148
[2162/2517] actioncliptest00531: frames=148, subjects=5, fps=23.976 (ffprobe:actioncliptest00531.avi), written=148
[2163/2517] actioncliptest00532: frames=137, subjects=5, fps=23.976 (ffprobe:actioncliptest00532.avi), written=137
[2164/2517] actioncliptest00538: frames=75, subjects=5, fps=23.976 (ffprobe:actioncliptest00538.avi), written=75
[2165/2517] actioncliptest00533: frames=208, subjects=5, fps=23.976 (ffprobe:actioncliptest00533.avi), written=208
[2166/2517] actioncliptest00536: frames=171, subjects=5, fps=23.976 (ffprobe:actioncliptest00536.avi), written=171
[2167/2517] actioncliptest00527: frames=448, subjects=5, fps=23.976 (ffprobe:actioncliptest00527.avi), written=448
[2168/2517] actioncliptest00542: frames=127, subjects=5, fps=23.976 (ffprobe:actioncliptest00542.avi), written=127
[2169/2517] actioncliptest00537: frames=286, subjects=5, fps=23.976 (ffprobe:actioncliptest00537.avi), written=286
[2170/2517] actioncliptest00540: frames=206, subjects=5, fps=23.976 (ffprobe:actioncliptest00540.avi), written=206
[2171/2517] actioncliptest00535: frames=454, subjects=4, fps=23.976 (ffprobe:actioncliptest00535.avi), written=454
[2172/2517] actioncliptest00543: frames=184, subjects=5, fps=23.976 (ffprobe:actioncliptest00543.avi), written=184
[2173/2517] actioncliptest00545: frames=229, subjects=5, fps=23.976 (ffprobe:actioncliptest00545.avi), written=229
[2174/2517] actioncliptest00534: frames=675, subjects=5, fps=23.976 (ffprobe:actioncliptest00534.avi), written=675
[2175/2517] actioncliptest00546: frames=274, subjects=5, fps=23.976 (ffprobe:actioncliptest00546.avi), written=274
[2176/2517] actioncliptest00547: frames=172, subjects=5, fps=23.976 (ffprobe:actioncliptest00547.avi), written=172
[2177/2517] actioncliptest00541: frames=542, subjects=5, fps=23.976 (ffprobe:actioncliptest00541.avi), written=542
[2178/2517] actioncliptest00525: frames=1062, subjects=5, fps=23.976 (ffprobe:actioncliptest00525.avi), written=1062
[2179/2517] actioncliptest00539: frames=554, subjects=5, fps=23.976 (ffprobe:actioncliptest00539.avi), written=554
[2180/2517] actioncliptest00550: frames=167, subjects=5, fps=23.976 (ffprobe:actioncliptest00550.avi), written=167
[2181/2517] actioncliptest00548: frames=224, subjects=5, fps=23.976 (ffprobe:actioncliptest00548.avi), written=224
[2182/2517] actioncliptest00552: frames=195, subjects=5, fps=23.976 (ffprobe:actioncliptest00552.avi), written=195
[2183/2517] actioncliptest00544: frames=559, subjects=5, fps=23.976 (ffprobe:actioncliptest00544.avi), written=559
[2184/2517] actioncliptest00549: frames=379, subjects=5, fps=23.976 (ffprobe:actioncliptest00549.avi), written=379
[2185/2517] actioncliptest00553: frames=329, subjects=5, fps=23.976 (ffprobe:actioncliptest00553.avi), written=329
[2186/2517] actioncliptest00556: frames=245, subjects=5, fps=23.976 (ffprobe:actioncliptest00556.avi), written=245
[2187/2517] actioncliptest00554: frames=329, subjects=5, fps=23.976 (ffprobe:actioncliptest00554.avi), written=329
[2188/2517] actioncliptest00555: frames=273, subjects=5, fps=23.976 (ffprobe:actioncliptest00555.avi), written=273
[2189/2517] actioncliptest00557: frames=340, subjects=5, fps=23.976 (ffprobe:actioncliptest00557.avi), written=340
[2190/2517] actioncliptest00558: frames=349, subjects=5, fps=23.976 (ffprobe:actioncliptest00558.avi), written=349
[2191/2517] actioncliptest00551: frames=676, subjects=4, fps=23.976 (ffprobe:actioncliptest00551.avi), written=676
[2192/2517] actioncliptest00559: frames=343, subjects=5, fps=23.976 (ffprobe:actioncliptest00559.avi), written=343
[2193/2517] actioncliptest00560: frames=395, subjects=5, fps=23.976 (ffprobe:actioncliptest00560.avi), written=395
[2194/2517] actioncliptest00565: frames=121, subjects=5, fps=25 (ffprobe:actioncliptest00565.avi), written=121
[2195/2517] actioncliptest00567: frames=130, subjects=4, fps=25 (ffprobe:actioncliptest00567.avi), written=130
[2196/2517] actioncliptest00563: frames=457, subjects=4, fps=23.976 (ffprobe:actioncliptest00563.avi), written=457
[2197/2517] actioncliptest00562: frames=471, subjects=5, fps=23.976 (ffprobe:actioncliptest00562.avi), written=471
[2198/2517] actioncliptest00569: frames=231, subjects=5, fps=25 (ffprobe:actioncliptest00569.avi), written=231
[2199/2517] actioncliptest00571: frames=120, subjects=5, fps=25 (ffprobe:actioncliptest00571.avi), written=120
[2200/2517] actioncliptest00570: frames=271, subjects=5, fps=25 (ffprobe:actioncliptest00570.avi), written=271
[2201/2517] actioncliptest00561: frames=594, subjects=5, fps=23.976 (ffprobe:actioncliptest00561.avi), written=594
[2202/2517] actioncliptest00572: frames=169, subjects=4, fps=25 (ffprobe:actioncliptest00572.avi), written=169
[2203/2517] actioncliptest00573: frames=147, subjects=5, fps=25 (ffprobe:actioncliptest00573.avi), written=147
[2204/2517] actioncliptest00564: frames=473, subjects=5, fps=23.976 (ffprobe:actioncliptest00564.avi), written=473
[2205/2517] actioncliptest00574: frames=253, subjects=5, fps=25 (ffprobe:actioncliptest00574.avi), written=253
[2206/2517] actioncliptest00576: frames=305, subjects=5, fps=25 (ffprobe:actioncliptest00576.avi), written=305
[2207/2517] actioncliptest00579: frames=319, subjects=5, fps=25 (ffprobe:actioncliptest00579.avi), written=319
[2208/2517] actioncliptest00575: frames=416, subjects=5, fps=25 (ffprobe:actioncliptest00575.avi), written=416
[2209/2517] actioncliptest00578: frames=358, subjects=5, fps=25 (ffprobe:actioncliptest00578.avi), written=358
[2210/2517] actioncliptest00566: frames=931, subjects=4, fps=25 (ffprobe:actioncliptest00566.avi), written=931
[2211/2517] actioncliptest00581: frames=165, subjects=5, fps=25 (ffprobe:actioncliptest00581.avi), written=165
[2212/2517] actioncliptest00568: frames=1014, subjects=5, fps=25 (ffprobe:actioncliptest00568.avi), written=1014
[2213/2517] actioncliptest00586: frames=108, subjects=4, fps=25 (ffprobe:actioncliptest00586.avi), written=108
[2214/2517] actioncliptest00583: frames=288, subjects=5, fps=25 (ffprobe:actioncliptest00583.avi), written=288
[2215/2517] actioncliptest00582: frames=387, subjects=5, fps=25 (ffprobe:actioncliptest00582.avi), written=387
[2216/2517] actioncliptest00585: frames=300, subjects=5, fps=25 (ffprobe:actioncliptest00585.avi), written=300
[2217/2517] actioncliptest00580: frames=562, subjects=5, fps=25 (ffprobe:actioncliptest00580.avi), written=562
[2218/2517] actioncliptest00588: frames=221, subjects=5, fps=25 (ffprobe:actioncliptest00588.avi), written=221
[2219/2517] actioncliptest00591: frames=135, subjects=5, fps=25 (ffprobe:actioncliptest00591.avi), written=135
[2220/2517] actioncliptest00587: frames=340, subjects=5, fps=25 (ffprobe:actioncliptest00587.avi), written=340
[2221/2517] actioncliptest00593: frames=104, subjects=5, fps=25 (ffprobe:actioncliptest00593.avi), written=104
[2222/2517] actioncliptest00590: frames=223, subjects=5, fps=25 (ffprobe:actioncliptest00590.avi), written=223
[2223/2517] actioncliptest00592: frames=156, subjects=5, fps=25 (ffprobe:actioncliptest00592.avi), written=156
[2224/2517] actioncliptest00594: frames=142, subjects=5, fps=25 (ffprobe:actioncliptest00594.avi), written=142
[2225/2517] actioncliptest00584: frames=664, subjects=5, fps=25 (ffprobe:actioncliptest00584.avi), written=664
[2226/2517] actioncliptest00595: frames=206, subjects=5, fps=25 (ffprobe:actioncliptest00595.avi), written=206
[2227/2517] actioncliptest00597: frames=155, subjects=5, fps=25 (ffprobe:actioncliptest00597.avi), written=155
[2228/2517] actioncliptest00589: frames=521, subjects=5, fps=25 (ffprobe:actioncliptest00589.avi), written=521
[2229/2517] actioncliptest00599: frames=127, subjects=5, fps=25 (ffprobe:actioncliptest00599.avi), written=127
[2230/2517] actioncliptest00601: frames=181, subjects=4, fps=25 (ffprobe:actioncliptest00601.avi), written=181
[2231/2517] actioncliptest00603: frames=150, subjects=5, fps=25 (ffprobe:actioncliptest00603.avi), written=150
[2232/2517] actioncliptest00600: frames=302, subjects=5, fps=25 (ffprobe:actioncliptest00600.avi), written=302
[2233/2517] actioncliptest00605: frames=170, subjects=5, fps=23.976 (ffprobe:actioncliptest00605.avi), written=170
[2234/2517] actioncliptest00577: frames=1394, subjects=5, fps=25 (ffprobe:actioncliptest00577.avi), written=1394
[2235/2517] actioncliptest00606: frames=175, subjects=5, fps=23.976 (ffprobe:actioncliptest00606.avi), written=175
[2236/2517] actioncliptest00598: frames=494, subjects=5, fps=25 (ffprobe:actioncliptest00598.avi), written=494
[2237/2517] actioncliptest00596: frames=603, subjects=5, fps=25 (ffprobe:actioncliptest00596.avi), written=603
[2238/2517] actioncliptest00604: frames=415, subjects=5, fps=23.976 (ffprobe:actioncliptest00604.avi), written=415
[2239/2517] actioncliptest00607: frames=217, subjects=5, fps=23.976 (ffprobe:actioncliptest00607.avi), written=217
[2240/2517] actioncliptest00608: frames=148, subjects=5, fps=23.976 (ffprobe:actioncliptest00608.avi), written=148
[2241/2517] actioncliptest00612: frames=120, subjects=5, fps=23.976 (ffprobe:actioncliptest00612.avi), written=120
[2242/2517] actioncliptest00609: frames=197, subjects=5, fps=23.976 (ffprobe:actioncliptest00609.avi), written=197
[2243/2517] actioncliptest00611: frames=214, subjects=5, fps=23.976 (ffprobe:actioncliptest00611.avi), written=214
[2244/2517] actioncliptest00615: frames=116, subjects=5, fps=23.976 (ffprobe:actioncliptest00615.avi), written=116
[2245/2517] actioncliptest00613: frames=170, subjects=5, fps=23.976 (ffprobe:actioncliptest00613.avi), written=170
[2246/2517] actioncliptest00614: frames=149, subjects=5, fps=23.976 (ffprobe:actioncliptest00614.avi), written=149
[2247/2517] actioncliptest00610: frames=272, subjects=5, fps=23.976 (ffprobe:actioncliptest00610.avi), written=272
[2248/2517] actioncliptest00602: frames=776, subjects=5, fps=25 (ffprobe:actioncliptest00602.avi), written=776
[2249/2517] actioncliptest00617: frames=126, subjects=5, fps=23.976 (ffprobe:actioncliptest00617.avi), written=126
[2250/2517] actioncliptest00619: frames=169, subjects=5, fps=23.976 (ffprobe:actioncliptest00619.avi), written=169
[2251/2517] actioncliptest00620: frames=124, subjects=5, fps=23.976 (ffprobe:actioncliptest00620.avi), written=124
[2252/2517] actioncliptest00621: frames=141, subjects=5, fps=23.976 (ffprobe:actioncliptest00621.avi), written=141
[2253/2517] actioncliptest00616: frames=245, subjects=5, fps=23.976 (ffprobe:actioncliptest00616.avi), written=245
[2254/2517] actioncliptest00622: frames=172, subjects=5, fps=23.976 (ffprobe:actioncliptest00622.avi), written=172
[2255/2517] actioncliptest00624: frames=165, subjects=5, fps=25 (ffprobe:actioncliptest00624.avi), written=165
[2256/2517] actioncliptest00627: frames=195, subjects=5, fps=25 (ffprobe:actioncliptest00627.avi), written=195
[2257/2517] actioncliptest00626: frames=241, subjects=5, fps=25 (ffprobe:actioncliptest00626.avi), written=241
[2258/2517] actioncliptest00629: frames=173, subjects=4, fps=25 (ffprobe:actioncliptest00629.avi), written=173
[2259/2517] actioncliptest00630: frames=155, subjects=5, fps=25 (ffprobe:actioncliptest00630.avi), written=155
[2260/2517] actioncliptest00625: frames=359, subjects=4, fps=25 (ffprobe:actioncliptest00625.avi), written=359
[2261/2517] actioncliptest00632: frames=97, subjects=5, fps=25 (ffprobe:actioncliptest00632.avi), written=97
[2262/2517] actioncliptest00618: frames=614, subjects=5, fps=23.976 (ffprobe:actioncliptest00618.avi), written=614
[2263/2517] actioncliptest00623: frames=488, subjects=5, fps=23.976 (ffprobe:actioncliptest00623.avi), written=488
[2264/2517] actioncliptest00631: frames=232, subjects=5, fps=25 (ffprobe:actioncliptest00631.avi), written=232
[2265/2517] actioncliptest00635: frames=206, subjects=5, fps=25 (ffprobe:actioncliptest00635.avi), written=206
[2266/2517] actioncliptest00634: frames=252, subjects=5, fps=25 (ffprobe:actioncliptest00634.avi), written=252
[2267/2517] actioncliptest00638: frames=124, subjects=4, fps=25 (ffprobe:actioncliptest00638.avi), written=124
[2268/2517] actioncliptest00633: frames=361, subjects=5, fps=25 (ffprobe:actioncliptest00633.avi), written=361
[2269/2517] actioncliptest00637: frames=160, subjects=5, fps=25 (ffprobe:actioncliptest00637.avi), written=160
[2270/2517] actioncliptest00641: frames=82, subjects=5, fps=25 (ffprobe:actioncliptest00641.avi), written=82
[2271/2517] actioncliptest00642: frames=122, subjects=5, fps=25 (ffprobe:actioncliptest00642.avi), written=122
[2272/2517] actioncliptest00643: frames=173, subjects=5, fps=25 (ffprobe:actioncliptest00643.avi), written=173
[2273/2517] actioncliptest00640: frames=230, subjects=5, fps=25 (ffprobe:actioncliptest00640.avi), written=230
[2274/2517] actioncliptest00644: frames=197, subjects=5, fps=25 (ffprobe:actioncliptest00644.avi), written=197
[2275/2517] actioncliptest00645: frames=171, subjects=5, fps=25 (ffprobe:actioncliptest00645.avi), written=171
[2276/2517] actioncliptest00646: frames=160, subjects=5, fps=25 (ffprobe:actioncliptest00646.avi), written=160
[2277/2517] actioncliptest00648: frames=188, subjects=5, fps=25 (ffprobe:actioncliptest00648.avi), written=188
[2278/2517] actioncliptest00647: frames=199, subjects=5, fps=25 (ffprobe:actioncliptest00647.avi), written=199
[2279/2517] actioncliptest00649: frames=191, subjects=5, fps=25 (ffprobe:actioncliptest00649.avi), written=191
[2280/2517] actioncliptest00628: frames=1203, subjects=5, fps=25 (ffprobe:actioncliptest00628.avi), written=1203
[2281/2517] actioncliptest00653: frames=186, subjects=5, fps=25 (ffprobe:actioncliptest00653.avi), written=186
[2282/2517] actioncliptest00651: frames=305, subjects=5, fps=25 (ffprobe:actioncliptest00651.avi), written=305
[2283/2517] actioncliptest00650: frames=281, subjects=5, fps=25 (ffprobe:actioncliptest00650.avi), written=281
[2284/2517] actioncliptest00636: frames=828, subjects=5, fps=25 (ffprobe:actioncliptest00636.avi), written=828
[2285/2517] actioncliptest00655: frames=180, subjects=5, fps=25 (ffprobe:actioncliptest00655.avi), written=180
[2286/2517] actioncliptest00657: frames=198, subjects=5, fps=25 (ffprobe:actioncliptest00657.avi), written=198
[2287/2517] actioncliptest00659: frames=154, subjects=5, fps=23.976 (ffprobe:actioncliptest00659.avi), written=154
[2288/2517] actioncliptest00658: frames=287, subjects=5, fps=25 (ffprobe:actioncliptest00658.avi), written=287
[2289/2517] actioncliptest00660: frames=170, subjects=5, fps=23.976 (ffprobe:actioncliptest00660.avi), written=170
[2290/2517] actioncliptest00656: frames=554, subjects=5, fps=25 (ffprobe:actioncliptest00656.avi), written=554
[2291/2517] actioncliptest00662: frames=255, subjects=4, fps=23.976 (ffprobe:actioncliptest00662.avi), written=255
[2292/2517] actioncliptest00661: frames=341, subjects=5, fps=23.976 (ffprobe:actioncliptest00661.avi), written=341
[2293/2517] actioncliptest00663: frames=290, subjects=5, fps=23.976 (ffprobe:actioncliptest00663.avi), written=290
[2294/2517] actioncliptest00666: frames=164, subjects=4, fps=25 (ffprobe:actioncliptest00666.avi), written=164
[2295/2517] actioncliptest00654: frames=835, subjects=5, fps=25 (ffprobe:actioncliptest00654.avi), written=835
[2296/2517] actioncliptest00667: frames=170, subjects=5, fps=25 (ffprobe:actioncliptest00667.avi), written=170
[2297/2517] actioncliptest00668: frames=201, subjects=5, fps=25 (ffprobe:actioncliptest00668.avi), written=201
[2298/2517] actioncliptest00670: frames=162, subjects=5, fps=25 (ffprobe:actioncliptest00670.avi), written=162
[2299/2517] actioncliptest00669: frames=186, subjects=5, fps=25 (ffprobe:actioncliptest00669.avi), written=186
[2300/2517] actioncliptest00664: frames=717, subjects=4, fps=23.976 (ffprobe:actioncliptest00664.avi), written=717
[2301/2517] actioncliptest00673: frames=159, subjects=5, fps=25 (ffprobe:actioncliptest00673.avi), written=159
[2302/2517] actioncliptest00671: frames=166, subjects=5, fps=25 (ffprobe:actioncliptest00671.avi), written=166
[2303/2517] actioncliptest00672: frames=189, subjects=5, fps=25 (ffprobe:actioncliptest00672.avi), written=189
[2304/2517] actioncliptest00652: frames=1421, subjects=4, fps=25 (ffprobe:actioncliptest00652.avi), written=1421
[2305/2517] actioncliptest00677: frames=161, subjects=5, fps=25 (ffprobe:actioncliptest00677.avi), written=161
[2306/2517] actioncliptest00675: frames=227, subjects=4, fps=25 (ffprobe:actioncliptest00675.avi), written=227
[2307/2517] actioncliptest00678: frames=210, subjects=5, fps=25 (ffprobe:actioncliptest00678.avi), written=210
[2308/2517] actioncliptest00680: frames=83, subjects=5, fps=25 (ffprobe:actioncliptest00680.avi), written=83
[2309/2517] actioncliptest00676: frames=261, subjects=5, fps=25 (ffprobe:actioncliptest00676.avi), written=261
[2310/2517] actioncliptest00679: frames=275, subjects=5, fps=25 (ffprobe:actioncliptest00679.avi), written=275
[2311/2517] actioncliptest00684: frames=116, subjects=5, fps=25 (ffprobe:actioncliptest00684.avi), written=116
[2312/2517] actioncliptest00682: frames=169, subjects=5, fps=25 (ffprobe:actioncliptest00682.avi), written=169
[2313/2517] actioncliptest00685: frames=166, subjects=5, fps=25 (ffprobe:actioncliptest00685.avi), written=166
[2314/2517] actioncliptest00683: frames=269, subjects=5, fps=25 (ffprobe:actioncliptest00683.avi), written=269
[2315/2517] actioncliptest00687: frames=148, subjects=5, fps=25 (ffprobe:actioncliptest00687.avi), written=148
[2316/2517] actioncliptest00686: frames=223, subjects=5, fps=25 (ffprobe:actioncliptest00686.avi), written=223
[2317/2517] actioncliptest00689: frames=124, subjects=5, fps=25 (ffprobe:actioncliptest00689.avi), written=124
[2318/2517] actioncliptest00665: frames=1227, subjects=5, fps=25 (ffprobe:actioncliptest00665.avi), written=1227
[2319/2517] actioncliptest00688: frames=215, subjects=5, fps=25 (ffprobe:actioncliptest00688.avi), written=215
[2320/2517] actioncliptest00691: frames=129, subjects=5, fps=25 (ffprobe:actioncliptest00691.avi), written=129
[2321/2517] actioncliptest00692: frames=97, subjects=5, fps=25 (ffprobe:actioncliptest00692.avi), written=97
[2322/2517] actioncliptest00690: frames=270, subjects=5, fps=25 (ffprobe:actioncliptest00690.avi), written=270
[2323/2517] actioncliptest00695: frames=124, subjects=5, fps=25 (ffprobe:actioncliptest00695.avi), written=124
[2324/2517] actioncliptest00694: frames=192, subjects=5, fps=25 (ffprobe:actioncliptest00694.avi), written=192
[2325/2517] actioncliptest00693: frames=211, subjects=5, fps=25 (ffprobe:actioncliptest00693.avi), written=211
[2326/2517] actioncliptest00696: frames=209, subjects=5, fps=25 (ffprobe:actioncliptest00696.avi), written=209
[2327/2517] actioncliptest00699: frames=122, subjects=5, fps=25 (ffprobe:actioncliptest00699.avi), written=122
[2328/2517] actioncliptest00697: frames=139, subjects=5, fps=25 (ffprobe:actioncliptest00697.avi), written=139
[2329/2517] actioncliptest00698: frames=194, subjects=4, fps=25 (ffprobe:actioncliptest00698.avi), written=194
[2330/2517] actioncliptest00701: frames=153, subjects=5, fps=25 (ffprobe:actioncliptest00701.avi), written=153
[2331/2517] actioncliptest00674: frames=1336, subjects=5, fps=25 (ffprobe:actioncliptest00674.avi), written=1336
[2332/2517] actioncliptest00704: frames=118, subjects=5, fps=25 (ffprobe:actioncliptest00704.avi), written=118
[2333/2517] actioncliptest00703: frames=202, subjects=4, fps=25 (ffprobe:actioncliptest00703.avi), written=202
[2334/2517] actioncliptest00702: frames=258, subjects=4, fps=25 (ffprobe:actioncliptest00702.avi), written=258
[2335/2517] actioncliptest00706: frames=182, subjects=5, fps=25 (ffprobe:actioncliptest00706.avi), written=182
[2336/2517] actioncliptest00707: frames=200, subjects=5, fps=25 (ffprobe:actioncliptest00707.avi), written=200
[2337/2517] actioncliptest00705: frames=216, subjects=4, fps=25 (ffprobe:actioncliptest00705.avi), written=216
[2338/2517] actioncliptest00639: frames=3116, subjects=5, fps=25 (ffprobe:actioncliptest00639.avi), written=3116
[2339/2517] actioncliptest00708: frames=198, subjects=5, fps=25 (ffprobe:actioncliptest00708.avi), written=198
[2340/2517] actioncliptest00709: frames=186, subjects=5, fps=25 (ffprobe:actioncliptest00709.avi), written=186
[2341/2517] actioncliptest00712: frames=166, subjects=4, fps=25 (ffprobe:actioncliptest00712.avi), written=166
[2342/2517] actioncliptest00713: frames=170, subjects=5, fps=25 (ffprobe:actioncliptest00713.avi), written=170
[2343/2517] actioncliptest00714: frames=133, subjects=5, fps=25 (ffprobe:actioncliptest00714.avi), written=133
[2344/2517] actioncliptest00700: frames=613, subjects=4, fps=25 (ffprobe:actioncliptest00700.avi), written=613
[2345/2517] actioncliptest00715: frames=162, subjects=3, fps=25 (ffprobe:actioncliptest00715.avi), written=162
[2346/2517] actioncliptest00719: frames=74, subjects=5, fps=25 (ffprobe:actioncliptest00719.avi), written=74
[2347/2517] actioncliptest00716: frames=168, subjects=5, fps=25 (ffprobe:actioncliptest00716.avi), written=168
[2348/2517] actioncliptest00710: frames=391, subjects=5, fps=25 (ffprobe:actioncliptest00710.avi), written=391
[2349/2517] actioncliptest00717: frames=178, subjects=5, fps=25 (ffprobe:actioncliptest00717.avi), written=178
[2350/2517] actioncliptest00720: frames=164, subjects=4, fps=25 (ffprobe:actioncliptest00720.avi), written=164
[2351/2517] actioncliptest00681: frames=1438, subjects=5, fps=25 (ffprobe:actioncliptest00681.avi), written=1438
[2352/2517] actioncliptest00721: frames=94, subjects=5, fps=25 (ffprobe:actioncliptest00721.avi), written=94
[2353/2517] actioncliptest00722: frames=107, subjects=5, fps=25 (ffprobe:actioncliptest00722.avi), written=107
[2354/2517] actioncliptest00726: frames=99, subjects=5, fps=25 (ffprobe:actioncliptest00726.avi), written=99
[2355/2517] actioncliptest00724: frames=134, subjects=5, fps=25 (ffprobe:actioncliptest00724.avi), written=134
[2356/2517] actioncliptest00723: frames=176, subjects=4, fps=25 (ffprobe:actioncliptest00723.avi), written=176
[2357/2517] actioncliptest00728: frames=165, subjects=5, fps=25 (ffprobe:actioncliptest00728.avi), written=165
[2358/2517] actioncliptest00730: frames=90, subjects=5, fps=25 (ffprobe:actioncliptest00730.avi), written=90
[2359/2517] actioncliptest00727: frames=244, subjects=5, fps=25 (ffprobe:actioncliptest00727.avi), written=244
[2360/2517] actioncliptest00731: frames=89, subjects=5, fps=25 (ffprobe:actioncliptest00731.avi), written=89
[2361/2517] actioncliptest00718: frames=474, subjects=5, fps=25 (ffprobe:actioncliptest00718.avi), written=474
[2362/2517] actioncliptest00729: frames=189, subjects=5, fps=25 (ffprobe:actioncliptest00729.avi), written=189
[2363/2517] actioncliptest00733: frames=126, subjects=4, fps=25 (ffprobe:actioncliptest00733.avi), written=126
